iter	Logloss
297	0.2232773232
298	0.2232012694
299	0.22306744
300	0.2229235873
301	0.2228404861
302	0.2227483702
303	0.2226704
304	0.2225535605
305	0.2224380027
306	0.2223503867
307	0.2222753932
308	0.2220146185
309	0.221920712
310	0.2218310837
311	0.2217734388
312	0.22168459
313	0.2216213506
314	0.2215384539
315	0.2214695058
316	0.2213597869
317	0.2212738018
318	0.2211860767
319	0.221104838
320	0.2210385601
321	0.2207514036
322	0.2206740062
323	0.2206007313
324	0.2205335166
325	0.2204477964
326	0.220377089
327	0.2203072281
328	0.2202215562
329	0.2200039545
330	0.2197070724
331	0.219633264
332	0.2195463692
333	0.2194513931
334	0.2193889622
335	0.2193313598
336	0.2192510749
337	0.219172356
338	0.2190937463
339	0.218679923
340	0.2184250103
341	0.2183589273
342	0.2182107138
343	0.2181297217
344	0.2180526497
345	0.2179476633
346	0.2178880309
347	0.2176761675
348	0.2173576526
349	0.2172842183
350	0.2172135786
351	0.2171432023
352	0.2170643355
353	0.2167914321
354	0.2167165531
355	0.2166347656
356	0.2165728609
357	0.216520879
358	0.2164544442
359	0.2163983317
360	0.2163321644
361	0.216150364
362	0.2160714576
363	0.2159926211
364	0.2159196129
365	0.2158368122
366	0.2157857196
367	0.215715119
368	0.2156511781
369	0.2154090697
370	0.2153492005
371	0.2152712858
372	0.2151886586
373	0.2151304606
374	0.2150471215
375	0.2149703998
376	0.2149080577
377	0.2148458771
378	0.2147744969
379	0.2146829517
380	0.2146076713
381	0.214538038
382	0.2144613327
383	0.2143905611
384	0.2143195982
385	0.2142525494
386	0.2141967017
387	0.2141289127
388	0.2140859177
389	0.2140234893
390	0.2139630028
391	0.2139081803
392	0.2138568308
393	0.2137919708
394	0.2137324917
395	0.2136565731
396	0.2135740775
397	0.213514135
398	0.2134404327
399	0.2133952706
400	0.2133367168
401	0.2132168105
402	0.2131701446
403	0.2131088767
404	0.2130436388
405	0.2129668201
406	0.2129021451
407	0.2128584538
408	0.2127886651
409	0.2127368419
410	0.2126468352
411	0.2124160329
412	0.2123597313
413	0.2122843806
414	0.2122249598
415	0.2121701357
416	0.2120978322
417	0.2120021928
418	0.2119304687
419	0.2118696035
420	0.211815145
421	0.2117657562
422	0.2116961953
423	0.2116466273
424	0.2115605251
425	0.2115083921
426	0.2114549824
427	0.211390945
428	0.2113341286
429	0.2112657304
430	0.2112075759
431	0.2111493492
432	0.2110855222
433	0.2110159298
434	0.2109496748
435	0.2108811772
436	0.2108127141
437	0.2107464988
438	0.210698205
439	0.2106250561
440	0.210568394
441	0.2104845215
442	0.2104398907
443	0.2103854915
444	0.2103140451
445	0.2102577478
446	0.2102001681
447	0.210128518
448	0.2100579857
449	0.2099901246
450	0.2099259199
451	0.2098612467
452	0.2098232214
453	0.2097682199
454	0.2096502601
455	0.2095851546
456	0.2093552307
457	0.209286641
458	0.2092307823
459	0.2091714661
460	0.2091128684
461	0.2089543328
462	0.2088770874
463	0.2088170447
464	0.2087729099
465	0.2084843079
466	0.2084317172
467	0.2083527676
468	0.2082807772
469	0.2082267467
470	0.2081711322
471	0.2080112892
472	0.2079562361
473	0.2079057064
474	0.2078432659
475	0.2077652127
476	0.2077106316
477	0.2076719286
478	0.2076161832
479	0.2075512046
480	0.2075008646
481	0.2074440173
482	0.2074001112
483	0.2073424136
484	0.2072806754
485	0.2072344478
486	0.2071897014
487	0.2071350686
488	0.2070875765
489	0.2070403868
490	0.2069794276
491	0.2069278307
492	0.2068932309
493	0.2068420363
494	0.2067895993
495	0.2067145965
496	0.2066564536
497	0.2065939492
498	0.2065285028
499	0.2064457791
500	0.2063907571
501	0.2063124485
502	0.2062591963
503	0.2061943151
504	0.2059562805
505	0.2058893618
506	0.2058172782
507	0.205767235
508	0.2056883992
509	0.2056257366
510	0.2055497012
511	0.2054760827
512	0.2051880643
513	0.2050307804
514	0.2049791463
515	0.2049303981
516	0.2049000498
517	0.2048396801
518	0.2047680831
519	0.2046918358
520	0.2046533737
521	0.2045800011
522	0.2044955471
523	0.2044387271
524	0.2044020654
525	0.2043635468
526	0.2043175986
527	0.2042839982
528	0.2042186336
529	0.2041795372
530	0.2041341899
531	0.2039294481
532	0.2038683564
533	0.2038276554
534	0.2037636578
535	0.2037050642
536	0.203644448
537	0.2035753824
538	0.2035228482
539	0.2034635053
540	0.2034200982
541	0.2033624252
542	0.2033055405
543	0.2032557785
544	0.20319871
545	0.2031457232
546	0.2030836186
547	0.203036919
548	0.2029997613
549	0.2029484341
550	0.2028743276
551	0.2028148518
552	0.2027649981
553	0.2027275983
554	0.2026791301
555	0.2026170373
556	0.2025714715
557	0.2025330665
558	0.2024962768
559	0.2024349098
560	0.2023964385
561	0.2023468603
562	0.2022767389
563	0.2022419039
564	0.202181703
565	0.2021274551
566	0.2020478407
567	0.2019814317
568	0.2019456964
569	0.2019020483
570	0.2018474085
571	0.2018050395
572	0.2016857153
573	0.201651032
574	0.2015982908
575	0.2015448492
576	0.2014929264
577	0.2014381408
578	0.2013854189
579	0.2013486376
580	0.2012893199
581	0.2012337818
582	0.2011843177
583	0.2011255711
584	0.2010819965
585	0.2010065365
586	0.2009638493
587	0.2009211493
588	0.2008730199
589	0.200819289
590	0.2007759554
591	0.2007244268
592	0.2006839674
593	0.2006290313
594	0.2005934888
595	0.2005431662
596	0.2004888278
597	0.2004295587
598	0.2003636434
599	0.20030469
600	0.2002391196
601	0.2001992288
602	0.2001421687
603	0.2000934191
604	0.200041327
605	0.1999713343
606	0.199934106
607	0.1998978702
608	0.1998488876
609	0.1997955438
610	0.1997505979
611	0.1997091296
612	0.1996667579
613	0.1996179921
614	0.1995706955
615	0.1995111469
616	0.1994652899
617	0.1994169624
618	0.1993665942
619	0.1993263053
620	0.1992696691
621	0.1992071685
622	0.1991699852
623	0.1991140506
624	0.1990741482
625	0.1990332955
626	0.198978987
627	0.1989364705
628	0.1988934067
629	0.1988597891
630	0.1987957515
631	0.1987475627
632	0.1986908902
633	0.1986465214
634	0.1985787039
635	0.1985426838
636	0.1984834631
637	0.1984526046
638	0.1983838733
639	0.1983336647
640	0.1982953791
641	0.1982596346
642	0.1982174381
643	0.1981603574
644	0.1981219925
645	0.1980869415
646	0.1980468904
647	0.1979898472
648	0.1979419313
649	0.1978826219
650	0.1978440369
651	0.1977939998
652	0.1977507211
653	0.1977027206
654	0.1976618134
655	0.1975888007
656	0.197546725
657	0.1974927411
658	0.1974601207
659	0.1974258096
660	0.1973638164
661	0.1973251156
662	0.1972803656
663	0.1972454119
664	0.1971864777
665	0.1971310629
666	0.1970878383
667	0.1970532611
668	0.1970057043
669	0.1969713939
670	0.1969214032
671	0.1968637904
672	0.1968230365
673	0.1967789834
674	0.1967421979
675	0.1966967784
676	0.1966506897
677	0.196593502
678	0.1965354013
679	0.1964871234
680	0.1964487604
681	0.1964072997
682	0.1963399049
683	0.1962958036
684	0.1962586116
685	0.1962053316
686	0.1961711784
687	0.1961226157
688	0.1960686209
689	0.1959476564
690	0.1958857255
691	0.1958418295
692	0.1957920161
693	0.1957518804
694	0.1957068885
695	0.1956597659
696	0.1956175004
697	0.1955799493
698	0.195529997
699	0.1954925773
700	0.1954636213
701	0.1954240731
702	0.1953325861
703	0.1952044859
704	0.1951688639
705	0.1951110874
706	0.1950564024
707	0.1950117087
708	0.1949404162
709	0.1948838834
710	0.1948435556
711	0.1948109474
712	0.1947756246
713	0.1947317538
714	0.1946892071
715	0.1946181356
716	0.1945717326
717	0.194513132
718	0.1944534519
719	0.1944141296
720	0.194372742
721	0.194338557
722	0.1942857626
723	0.1942546462
724	0.1942091023
725	0.1941635152
726	0.194099507
727	0.194056701
728	0.1940011698
729	0.193968395
730	0.1939322385
731	0.1938939423
732	0.19385713
733	0.1937955728
734	0.1937405025
735	0.1937146561
736	0.1936652966
737	0.1936192899
738	0.1935785649
739	0.1935310014
740	0.1934861623
741	0.1934305677
742	0.1933730867
743	0.1933422212
744	0.1933131559
745	0.1932655296
746	0.1932237414
747	0.1931833135
748	0.1931345788
749	0.1930894479
750	0.1930377137
751	0.1929917261
752	0.1929491009
753	0.192915906
754	0.1928574383
755	0.1928084908
756	0.1927563512
757	0.192702861
758	0.192664717
759	0.1926153241
760	0.1925749784
761	0.1925228432
762	0.1924749761
763	0.1924217672
764	0.1923798617
765	0.1923543297
766	0.1923084447
767	0.1922791698
768	0.1922317326
769	0.1921958872
770	0.1921429941
771	0.1920875881
772	0.1920588784
773	0.1918929432
774	0.191763546
775	0.1917263159
776	0.1916743295
777	0.1916399215
778	0.1915936721
779	0.1915501463
780	0.1915000122
781	0.1914563684
782	0.1914198179
783	0.1913896642
784	0.1913428061
785	0.1913063209
786	0.1912568991
787	0.1912270965
788	0.1911908157
789	0.1911390136
790	0.1911022542
791	0.191064104
792	0.1910173338
793	0.1909682994
794	0.1909264828
795	0.1908821826
796	0.1908238262
797	0.1907941095
798	0.1907479372
799	0.1907090163
800	0.1906493578
801	0.190606458
802	0.190569754
803	0.1905275466
804	0.1904790203
805	0.1904510435
806	0.1902806177
807	0.1902143508
808	0.1901676505
809	0.1901246448
810	0.1900751651
811	0.1900348318
812	0.1899981784
813	0.1899440033
814	0.1899000274
815	0.1898724259
816	0.1898435369
817	0.1898080012
818	0.1897712912
819	0.1897461717
820	0.1897047769
821	0.1896552159
822	0.1896159556
823	0.189569738
824	0.1895332279
825	0.1894969767
826	0.1894451384
827	0.1893917274
828	0.189345884
829	0.189302833
830	0.1892588334
831	0.1892042724
832	0.1891515689
833	0.1891162904
834	0.1890677501
835	0.1890383256
836	0.1889248086
837	0.1888581337
838	0.188831886
839	0.1886698505
840	0.1886187
841	0.1885879935
842	0.1885314529
843	0.1884974583
844	0.1884753597
845	0.1884426077
846	0.1884069605
847	0.1883720949
848	0.1883355723
849	0.1882826124
850	0.1882331009
851	0.1881867213
852	0.188149227
853	0.1881125754
854	0.1880779503
855	0.1880289976
856	0.1879944652
857	0.1879550737
858	0.187900058
859	0.1878478078
860	0.1878085416
861	0.1877778806
862	0.1877524037
863	0.1877053054
864	0.1876770014
865	0.1876392003
866	0.1875908359
867	0.1875421698
868	0.1875028724
869	0.1874515931
870	0.1874244294
871	0.1873860297
872	0.1873445622
873	0.1873021914
874	0.1872577813
875	0.1872314688
876	0.1871881106
877	0.1871470493
878	0.1871103411
879	0.18708227
880	0.187041736
881	0.1870068873
882	0.1869724933
883	0.186938106
884	0.1869078267
885	0.1868674653
886	0.1868311276
887	0.1867893194
888	0.1867474032
889	0.1867154784
890	0.1866961889
891	0.186659532
892	0.1866062194
893	0.1865697957
894	0.1865204505
895	0.1864721697
896	0.1864390309
897	0.1864059663
898	0.1863724999
899	0.1863408908
900	0.1862891601
901	0.1862403895
902	0.1862014225
903	0.1861385397
904	0.1860997669
905	0.1860598825
906	0.1860259699
907	0.1859785207
908	0.1859386149
909	0.1858956149
910	0.1858617726
911	0.1858103408
912	0.1857707833
913	0.1857411139
914	0.1857142654
915	0.185674151
916	0.1856237299
917	0.1855934498
918	0.1855532936
919	0.1855205647
920	0.1854801273
921	0.1854420883
922	0.1853863763
923	0.1853415402
924	0.1853146354
925	0.185289476
926	0.1852620577
927	0.1852256671
928	0.1851851302
929	0.1851448048
930	0.1851088957
931	0.1850669462
932	0.1850287224
933	0.184995566
934	0.1849523495
935	0.1849083311
936	0.1848570401
937	0.1848243074
938	0.1847859579
939	0.1847489791
940	0.184719269
941	0.1846792333
942	0.1846546127
943	0.184550392
944	0.1845141386
945	0.1844742845
946	0.1844395709
947	0.1844009556
948	0.1843775096
949	0.1843531139
950	0.1843108735
951	0.1842718503
952	0.1842215034
953	0.1841816035
954	0.1841426635
955	0.1840955211
956	0.1840532065
957	0.1840104236
958	0.1839746454
959	0.1839402838
960	0.1839137839
961	0.1838831447
962	0.1838476299
963	0.1838146128
964	0.1837890267
965	0.1837393749
966	0.1837086632
967	0.1836597919
968	0.1836111954
969	0.1835851366
970	0.1835509887
971	0.183509748
972	0.1834850547
973	0.1834374772
974	0.1833923939
975	0.1833461329
976	0.1833146569
977	0.1832808739
978	0.1832416275
979	0.1831882838
980	0.1831595097
981	0.1831314914
982	0.1830990983
983	0.1830595321
984	0.1830153352
985	0.1829865588
986	0.1829702303
987	0.1829457316
988	0.1829124615
989	0.1828795271
990	0.1828500656
991	0.1828348668
992	0.1827951781
993	0.1827524833
994	0.1827154985
995	0.1826660227
996	0.1826347579
997	0.1825954597
998	0.1825482655
999	0.1825097444
